,open,close,high,low,volume,money
2020/9/17 10:30,4642.05,4623.23,4642.05,4609.35,3566341300,78068760042
2020/9/17 11:30,4623.29,4605.26,4636,4601.64,2071151200,39032985363
2020/9/17 14:00,4605.18,4650.82,4650.82,4603.03,2189294100,45956472143
2020/9/17 15:00,4650.68,4632.71,4664.94,4629.04,2771576500,51088429616
2020/9/18 10:30,4636.64,4646.15,4666.45,4631.94,4868053900,87594260635
2020/9/18 11:30,4645.92,4659.73,4662.11,4635.12,1865296500,34583773376
2020/9/18 14:00,4660.61,4706.23,4713.09,4660.61,4036552400,71101127351
2020/9/18 15:00,4707.17,4737.09,4737.6,4703.08,5272744700,88606782760
2020/9/21 10:30,4750.75,4720.86,4752.98,4717.47,6087797400,1.11E+11
2020/9/21 11:30,4720.68,4712.34,4726.12,4705.54,2021146200,37081675297
2020/9/21 14:00,4712.34,4700.38,4717.68,4695.06,1791489700,32708978323
2020/9/21 15:00,4699.82,4691.43,4708.15,4688.72,2553149400,43160750427
2020/9/22 10:30,4654.22,4668.03,4687.58,4649.99,4538898700,81111875482
2020/9/22 11:30,4667.82,4694.09,4706.21,4664.84,2401581200,39209717206
2020/9/22 14:00,4694.36,4670.52,4694.69,4670.43,1574029000,28325517063
2020/9/22 15:00,4670.38,4635.76,4671.11,4622.19,3452785800,54262105680
2020/9/23 10:30,4639.66,4635.5,4651.29,4627.52,3478447800,71386565586
2020/9/23 11:30,4635.25,4641.78,4646.07,4623.55,1932272300,40141870468
2020/9/23 14:00,4641.83,4665.5,4665.78,4640.47,1830381400,35835111073
2020/9/23 15:00,4665.7,4652.33,4665.95,4641.24,2341551300,43029925038
2020/9/24 10:30,4623.95,4602.34,4631.64,4597.11,4449182300,75397796191
2020/9/24 11:30,4602.36,4576.27,4605.67,4572.23,2415412000,42695801928
2020/9/24 14:00,4575.22,4577.62,4585.58,4562.35,1880265700,33802066756
2020/9/24 15:00,4577.67,4563.07,4587.23,4562.35,2514508300,41620208715
2020/9/25 10:30,4582.48,4585.26,4599.54,4572.15,3520691900,68050989944
2020/9/25 11:30,4585.2,4565.5,4590.83,4565.4,1527829500,28336487485
2020/9/25 14:00,4565.55,4568.06,4583.97,4554.94,1706731800,28324186869
2020/9/25 15:00,4568.1,4570.02,4584.22,4554.72,2546262300,42745712558
2020/9/28 10:30,4582.65,4587.68,4613.63,4582.65,3430416200,70470215885
2020/9/28 11:30,4587.31,4573.45,4592.51,4571.17,1397430700,27283391000
2020/9/28 14:00,4573.51,4588.13,4601.16,4573.51,1604515700,27385498810
2020/9/28 15:00,4588.57,4581.91,4588.57,4575.17,2072476300,34175569605
2020/9/29 10:30,4608.29,4611.46,4616.68,4586.35,3603566800,67135729723
2020/9/29 11:30,4611.53,4603.94,4612.92,4596.15,1389602700,26114249111
2020/9/29 14:00,4604.03,4602.07,4610.35,4589.32,1558891000,29037228647
2020/9/29 15:00,4602.19,4591.8,4615,4591.8,2047325300,37650680909
2020/9/30 10:30,4607.58,4627.12,4632.58,4602.84,2745622600,58368059131
2020/9/30 11:30,4627.21,4620.92,4634.72,4617.75,1502084400,28698966735
2020/9/30 14:00,4620.85,4577.67,4620.85,4573.34,2019506600,35080529440
2020/9/30 15:00,4577.74,4587.4,4599.75,4563.41,2640906400,43384665474
2020/10/9 10:30,4663.61,4677.5,4678.32,4655.09,5256421800,1.07E+11
2020/10/9 11:30,4677.84,4694.03,4695.11,4673.51,2021191400,44701725090
2020/10/9 14:00,4694.39,4685.22,4695.4,4675.02,1734854100,35676027675
2020/10/9 15:00,4685.3,4681.14,4685.3,4671.84,2121283900,42239730293
2020/10/12 10:30,4705.19,4771.83,4771.86,4704.44,6143093200,1.27E+11
2020/10/12 11:30,4771.94,4795.38,4795.39,4770.43,3100369100,59213256271
2020/10/12 14:00,4795.92,4807.59,4816.61,4793.65,3240262600,59819181563
2020/10/12 15:00,4808.14,4823.16,4823.27,4798.37,3094730900,61724184733
2020/10/13 10:30,4812.9,4807.22,4815.68,4795.37,4890348500,1.02E+11
2020/10/13 11:30,4806.92,4822.16,4822.16,4797.07,2221172500,44837797024
2020/10/13 14:00,4822.16,4838.96,4839.05,4817.57,1904845200,41513231609
2020/10/13 15:00,4839.25,4839.2,4845.92,4827.96,2635267600,54122539197
